ID	LATITUDE	LONGITUDE
100290	54.5480777	53.6753905
100206	53.9560496	58.3962312
100224	55.0312254	56.0299758
100274	54.7903335	56.1199007
100260	53.054467	55.9360286
100291	54.5480777	53.6753905
100210	54.9235348	56.1794431
102212	56.2458056	54.5775996
100273	54.7839576	55.9317166
100267	53.4261239	55.8783644
100247	55.2324371	54.6914702
100284	54.7903031	56.1173192
100242	54.0109558	54.1230055
100280	54.9132861	56.0722066
100221	54.6727654	56.0834491
100295	54.8025133	55.837261
100281	54.9132861	56.0722066
102202	56.2479903	54.586794
100212	54.7903031	56.1173192
100286	54.7813921	56.0756064
100234	56.3276691	54.9353371
100255	54.8360876	56.4888149
100266	54.6799101	55.0134721
100213	54.6727654	56.0834491
100283	54.9202637	56.1741975
100216	55.5487526	58.2412941
100293	54.7662945	56.2880954
100227	54.4286803	55.8280218
102204	56.2479903	54.586794
100245	51.9488601	58.1894071
100203	52.7246849	58.7091824
100239	55.4580599	54.8898894
100229	53.6686298	55.884672
100211	54.6799101	55.0134721
100219	54.8707129	56.0920584
100282	53.6681637	55.9630322
100208	55.4580599	54.8898894
100277	53.4261239	55.8783644
100237	52.7716816	55.8215879
100287	54.7662635	56.0285715
100254	56.2708094	54.9164952
100272	54.8025133	55.837261
102201	56.2479903	54.586794
100285	53.0044703	56.5554821
100207	53.9560496	58.3962312
100230	53.560482	55.7409991
100233	54.4286803	55.8280218
100214	54.4286803	55.8280218
205501	54.4859092	52.7517237
100180	53.5572186	58.9670443
100259	51.9533221	58.1770646
100268	53.4261239	55.8783644
100241	54.2915794	59.464917
100250	55.8123247	54.5438353
100235	56.3276691	54.9353371
102203	56.2479903	54.586794
100215	55.4057047	56.5554305
100202	54.2915794	59.464917
100223	54.9132861	56.0722066
100220	54.8406638	56.092254
102214	56.2458056	54.5775996
100294	54.8025133	55.837261
100231	53.397033	55.8872949
100262	53.560482	55.7409991
100263	56.1646648	55.3373653
102206	56.2479903	54.586794
100226	54.7565881	56.0127981
102205	56.2479903	54.586794
100225	54.6916023	55.8218986
404037	58.5883628	31.2720436
404336	58.6242911	31.2209949
404166	59.1262424	33.357914
404057	58.5776512	31.2789814
404010	58.5762602	32.8907891
404047	58.5525667	31.2632168
404044	58.5445425	30.9941215
404079	58.3778459	31.01302
404302	57.9009024	31.3944452
404259	58.035453	31.1757529
404050	58.5520911	31.4428139
404053	58.5466232	31.3248144
404441	58.6242911	31.2209949
404141	58.8184889	31.464061
404003	58.981049	31.9450457
404149	58.3778459	31.01302
404045	58.6304238	30.6413105
404258	58.035453	31.1757529
404008	58.6643572	32.7925672
404261	57.9009024	31.3944452
404071	58.7911602	32.3363673
404135	58.5197043	31.2236053
404098	58.4006512	31.1823344
404052	58.5124553	31.6088005
404040	58.5445425	30.9941215
404080	58.3778459	31.01302
404090	58.685322	32.5971775
404089	58.6993281	31.3944841
404136	58.5197043	31.2236053
404314	58.3803216	33.2329647
404083	58.4940951	31.2364994
404300	57.9009024	31.3944452
404099	58.4006512	31.1823344
404049	59.1341437	31.6738844
404317	58.3803216	33.2329647
404051	58.5520911	31.4428139
404006	58.7227977	32.477574
404093	58.4006512	31.1823344
404165	58.991996	33.8258738
404033	58.5028854	31.1877972
404262	57.9851123	31.4147858
404260	57.9973363	31.3240089
404316	58.3803216	33.2329647
404039	58.5445425	30.9941215
404335	58.5445425	30.9941215
404333	57.9009024	31.3944452
404091	58.5453622	31.3027863
404043	58.6101716	31.3378528
404118	58.3803216	33.2329647
404023	58.6242911	31.2209949
404420	58.6242911	31.2209949
404189	58.5453622	31.3027863
404004	58.981049	31.9450457
404092	58.4006512	31.1823344
404007	58.7227977	32.477574
404097	58.4680661	31.1615335
404167	58.6101716	31.3378528
404134	57.5778494	33.1161115
404031	58.9474741	31.0697001
404315	58.3803216	33.2329647
205881	56.5062475	46.2160624
205807	56.9870201	49.115904
205810	56.6064586	47.8851761
205826	55.9888672	48.5933792
205816	55.980394	48.4084362
205811	56.6064586	47.8851761
205815	55.980394	48.4084362
205818	56.61201	47.8458343
205808	56.9870201	49.115904
205892	56.5657455	49.5046796
205812	55.9133314	48.3615025
205891	56.1573233	46.4449548
409860	62.0848173	49.5781633
409847	63.580638	53.9045475
409400	63.5512455	53.9600398
409406	64.4950621	55.2699236
409506	62.838064	51.9209015
409500	62.3590101	50.1151262
409412	64.4950621	55.2699236
409108	67.4987327	64.0780578
409010	67.4987327	64.0780578
409315	65.4318148	57.9441396
409363	66.14667	57.3488662
409012	67.5572254	63.8326373
409021	62.3353271	50.7085715
409320	66.14667	57.3488662
409313	65.4318148	57.9441396
409334	66.1785946	57.3568691
409340	66.5224275	57.1511825
409360	66.1785946	57.3568691
409370	66.1368917	57.3512451
409330	66.46628	57.2045222
409312	65.4318148	57.9441396
409411	64.4950621	55.2699236
409350	66.9007833	56.6595639
409382	67.5872745	64.0743288
409423	63.4187545	53.5512952
409326	66.1785946	57.3568691
409013	67.5572254	63.8326373
409100	67.5572254	63.8326373
409200	65.9955238	60.2999488
409413	63.5767352	53.9829378
409121	67.5572254	63.8326373
409383	67.5872745	64.0743288
409116	67.5182154	64.3312576
409111	67.4987327	64.0780578
409101	67.5572254	63.8326373
409700	61.6570474	50.8887816
409118	67.5182154	64.3312576
409401	63.5512455	53.9600398
409300	65.1398999	57.3131401
409431	63.4187545	53.5512952
409301	65.1398999	57.3131401
409201	66.0413381	60.1574553
409020	62.3353271	50.7085715
409310	65.1813672	57.2892272
409117	67.5182154	64.3312576
409311	65.1813672	57.2892272
409120	67.5572254	63.8326373
409110	67.4987327	64.0780578
409409	64.4950621	55.2699236
409505	61.7204617	50.7328664
409855	63.580638	53.9045475
409119	67.5182154	64.3312576
409314	65.4318148	57.9441396
409362	66.14667	57.3488662
409501	62.3590101	50.1151262
409407	64.4950621	55.2699236
409102	67.5007262	64.0197625
409510	61.7204617	50.7328664
409361	66.14667	57.3488662
409109	67.4987327	64.0780578
409011	67.4987327	64.0780578
409113	67.5007262	64.0197625
409372	67.4987327	64.0780578
1005004	59.6288916	112.7240163
1005006	59.6288916	112.7240163
205525	55.8892609	49.2546509
205503	54.5584438	52.8001534
205548	54.5909858	52.4992477
205551	55.2898995	52.023103
205561	55.5792244	51.9443642
205502	54.4859092	52.7517237
205560	55.6950294	52.2765808
205539	55.7210963	52.5247047
205557	54.8423253	53.0780403
205550	55.2898995	52.023103
205552	55.2898995	52.023103
205532	55.8694133	48.9500881
205512	55.8559735	52.1202634
205510	54.7520589	52.4954121
205519	55.0230295	52.1175445
205514	55.6908639	52.4782513
205527	55.8375014	49.1636876
205593	54.7333944	47.5488864
205636	54.8822448	47.5098481
205524	55.5792244	51.9443642
205590	54.8835032	48.218522
205605	55.524099	47.5093405
205516	55.0257151	52.5868449
205562	55.5792244	51.9443642
205518	55.6677543	52.2871976
205531	55.8452007	49.0619721
205540	54.8741376	52.3711447
205573	55.8694133	48.9500881
205592	55.601816	48.283803
205596	55.7249615	49.1164794
205515	54.8423253	53.0780403
205513	55.8559735	52.1202634
205572	55.8694133	48.9500881
205511	55.8559735	52.1202634
100501	56.559592	52.7620957
205528	55.8892609	49.2546509
205538	54.8741376	52.3711447
205547	54.5909858	52.4992477
205591	54.9868664	48.3123231
205570	55.3438717	50.6835606
205542	55.7996361	52.2439577
205504	54.5584438	52.8001534
205541	55.5792244	51.9443642
205571	55.3438717	50.6835606
205529	55.8892609	49.2546509
205523	55.1915066	50.8653125
205543	55.8389998	52.2741661
205559	55.7594535	49.1237786
205594	55.1029791	51.598285
205586	55.8694133	48.9500881
205517	55.0257151	52.5868449
205536	55.8044305	49.0480156
205537	55.6908639	52.4782513
205506	54.9630524	49.0269835
205546	55.0257151	52.5868449
205535	55.8694133	48.9500881
1001443	60.841505	77.1545659
1000484	56.4539763	85.0971967
1001444	60.841505	77.1545659
1001456	60.7385627	77.5918265
1001449	59.2652857	77.0401459
1000474	56.4720218	84.9972498
1000466	56.6105998	85.0388262
1000473	56.5213688	85.0181855
1001406	56.6453705	84.910935
1001451	60.841505	77.1545659
1001446	60.1350036	78.0482637
1000467	56.6192956	85.050921
1000483	56.5429711	84.0813356
1000463	58.671959	81.4774968
1001442	60.841505	77.1545659
1001455	60.7385627	77.5918265
1000477	57.1053487	83.9466809
1001441	60.841505	77.1545659
1000469	56.6731082	85.3412002
1000006	55.4361097	89.0732004
1000210	56.0939793	86.1304397
1000461	58.0419351	82.8381599
1000462	58.0419351	82.8381599
1000485	56.7399283	84.6984207
1000480	56.4539763	85.0971967
1000471	56.6731082	85.3412002
1001464	59.3849724	79.6620221
1001445	60.1350036	78.0482637
1001447	60.1350036	78.0482637
1000470	56.9530537	86.1101578
1001440	60.841505	77.1545659
1000486	56.7399283	84.6984207
1001450	59.5889332	79.0375232
1000460	57.8017466	83.132836
1001401	56.6453705	84.910935
1000478	56.5429711	84.0813356
1000468	56.9530537	86.1101578
1001404	56.6453705	84.910935
1000481	57.1053487	83.9466809
1001448	59.2652857	77.0401459
1000472	56.5213688	85.0181855
300763	43.5122712	44.7249449
300760	43.3771079	44.734177
300772	43.1892262	44.8177331
300765	43.2264688	44.7515551
300764	43.3361012	45.0474844
300768	43.2973097	44.8524651
300766	43.2264688	44.7515551
511130	53.1572946	38.1187078
511059	54.06516	37.5593643
511042	54.06516	37.5593643
511075	54.06516	37.5593643
511211	54.0874817	38.2375881
511212	54.0820281	38.1594623
511119	53.8778028	38.4034008
511045	54.0113057	37.5201797
511076	54.06516	37.5593643
511135	53.2159642	38.145435
511010	54.5158259	37.1040579
511073	54.1454774	37.6848271
511187	53.9295404	38.3999525
511190	54.5195875	36.9959587
510310	54.9157344	37.3480074
511222	53.7817613	38.2309745
511060	54.06516	37.5593643
511270	54.1940726	37.4869602
511226	54.5685754	38.3200307
510887	54.8356105	38.2832014
511046	54.0113057	37.5201797
511097	54.0953945	37.9913387
511204	54.4931112	37.0410873
511700	54.4816439	37.3431005
510320	55.2007349	37.2909029
511074	54.1454774	37.6848271
511014	53.9354609	38.5460995
511702	53.1656268	38.1732183
511205	54.4931112	37.0410873
510309	54.9157344	37.3480074
511136	53.2159642	38.145435
511224	54.1556232	37.7214123
511009	54.7408686	37.3986622
510509	54.8326989	37.5949128
511185	54.3064837	37.4449718
511092	54.358767	38.2577328
511058	54.0343312	37.5377696
511256	54.1278751	36.4837301
511220	54.1370843	36.4835623
511213	54.0820281	38.1594623
511208	54.1305592	38.1625072
511188	53.9295404	38.3999525
511057	54.0021308	37.6099294
511207	54.1305592	38.1625072
510397	54.8576537	38.2574429
511257	53.8778028	38.4034008
511016	53.9354609	38.5460995
511126	53.3870103	38.0683911
511127	53.3870103	38.0683911
511112	54.0225502	38.3947
511223	53.7817613	38.2309745
511186	54.3064837	37.4449718
511070	53.9209955	37.8520769
511026	54.1556232	37.7214123
511206	54.1241242	37.608309
511122	53.7554633	38.1278059
511138	53.9277584	38.14275
511228	54.1454774	37.6848271
511225	53.9885939	38.6316891
511230	54.1571504	38.6729842
511137	53.9558107	38.3071834
511290	54.1940726	37.4869602
511067	54.0021308	37.6099294
511047	54.0113057	37.5201797
511129	53.1560753	38.0963742
511191	54.5195875	36.9959587
511040	54.06516	37.5593643
511199	54.4703904	37.7052954
510553	54.7605263	38.1418358
511214	53.9463085	37.6490119
511123	53.7554633	38.1278059
511258	54.1479694	36.9707431
511096	54.0621791	38.4688241
402118	61.8038768	34.2704695
402344	64.9473639	34.5241512
402226	64.9101836	34.2620999
402227	62.2197432	34.3668191
402031	64.5128666	34.6901043
402334	64.9473639	34.5241512
402171	66.0844335	33.1190664
402013	65.0290202	33.6649454
402102	61.7604699	34.3063771
402023	64.4153431	34.4690251
402343	61.7965458	34.3597855
402116	61.7406263	34.4317217
402561	61.5719969	31.5035592
402182	62.1854608	34.2147585
402168	61.6953456	33.6196709
402127	61.8144162	30.9491344
402224	61.7702438	34.3238059
402235	62.2197432	34.3668191
402124	62.1946912	34.2617396
402142	63.7374728	34.2987849
402251	64.9104717	34.2585414
402254	65.0290202	33.6649454
402057	61.7965458	34.3597855
402139	66.0844335	33.1190664
402024	64.4894424	34.6628935
402100	61.7604699	34.3063771
402121	64.8304555	32.0029617
402104	61.8431899	34.2791371
402092	62.2584503	35.0632357
402070	64.9104717	34.2585414
402151	65.0290202	33.6649454
402046	66.0844335	33.1190664
402341	61.7965458	34.3597855
402541	61.7643366	30.9949595
402185	65.1208068	32.0400645
402255	65.0579088	32.9760768
402258	64.5128666	34.6901043
402152	65.0290202	33.6649454
402028	64.9391274	34.5434364
402123	62.1854608	34.2147585
402020	63.9172767	34.1778424
402014	61.8144162	30.9491344
402141	65.0290202	33.6649454
402257	64.5128666	34.6901043
402045	66.0844335	33.1190664
402056	61.7965458	34.3597855
402232	64.9104717	34.2585414
402149	65.0290202	33.6649454
402331	66.0844335	33.1190664
402071	65.0290202	33.6649454
402625	61.7643366	30.9949595
402113	64.8304555	32.0029617
402026	65.0290202	33.6649454
402138	61.7886036	34.2994728
402259	64.5128666	34.6901043
402159	66.0680485	33.0892459
402180	65.0290202	33.6649454
402158	64.940737	34.5406637
402027	63.9175201	34.1785522
402256	64.5128666	34.6901043
402101	61.8684048	33.9701726
402634	61.701105	30.5668
402332	66.0844335	33.1190664
402225	61.7965458	34.3597855
402342	61.7965458	34.3597855
402148	64.8304555	32.0029617
402032	64.5128666	34.6901043
402033	64.5128666	34.6901043
402025	64.5128666	34.6901043
402337	62.2197432	34.3668191
402117	61.7702438	34.3238059
402241	63.7374728	34.2987849
402030	64.5128666	34.6901043
402154	65.0290202	33.6649454
402336	61.7965458	34.3597855
402022	64.2217719	34.3365124
402029	64.9104717	34.2585414
531027	54.5966562	39.7141914
531063	54.2866438	41.7864408
531961	54.0337571	39.7848466
531016	54.2890218	40.1544429
531053	54.2832566	40.6151199
531023	54.7248776	39.5253716
531059	55.0890053	40.4068264
531955	54.358951	41.9345277
531039	54.8053223	39.895845
531038	55.1731852	40.5542216
531002	54.6765917	39.6240904
531032	54.5919963	39.7851573
531068	54.2743142	41.4356456
531024	54.6096548	39.6866364
531033	54.1318452	39.5968508
531069	54.1706243	41.7620387
531050	54.9059859	41.3573509
531043	54.607079	40.0232621
531080	53.8231833	39.5831083
531989	54.6765917	39.6240904
531056	54.2861749	40.2749239
531073	53.7138587	40.1160165
531076	53.4669467	40.2021177
531078	53.8271501	39.055931
531017	54.4579944	39.8537398
531071	53.934336	40.0262048
531990	54.6765917	39.6240904
531051	54.2794154	40.5405384
531009	54.6633934	39.6167861
531081	53.7750997	40.7134284
531006	54.6270582	39.7211401
531042	55.1421772	40.1799369
510524	55.1328728	39.8077737
531013	54.5664958	39.8160583
531074	53.7046663	40.9750009
531028	54.2142472	38.9189159
531045	54.9499342	41.3697289
531034	54.5083171	39.9683724
531960	53.727058	39.6166068
531064	54.0481907	41.7138671
531046	54.1167973	40.8319673
531048	55.1441185	40.5816812
531047	55.0410509	41.141124
531061	54.358951	41.9345277
531984	54.0234899	39.7586755
531072	53.9320465	39.5555705
531036	54.6409697	39.6675637
531967	54.2694278	38.9935745
531085	53.892714	40.9994336
531031	54.5966562	39.7141914
531007	54.8597702	39.5591189
510518	54.9643942	39.3873543
531004	54.5589145	39.7210667
531008	54.7245279	39.5238654
510517	54.8794186	39.3234657
531057	55.0890053	40.4068264
531060	54.3922536	40.1326488
531029	54.3705783	39.2705319
531966	54.2694278	38.9935745
531985	53.9573261	39.4211777
531035	54.6633934	39.6167861
531070	53.727058	39.6166068
531030	54.7061658	39.3079439
510523	54.6630571	39.1234429
531055	54.2861749	40.2749239
531058	54.1167973	40.8319673
531986	54.0837509	41.1204428
531040	54.8053223	39.895845
531018	54.4708113	39.7855101
531014	54.5117361	39.9795159
531084	54.0080225	40.7627922
531052	54.190333	40.4594964
531003	54.673102	39.6412742
